Year,Location,Rent,PropertyType,NumberofBedrooms,CPI,Price.Rent.Ratio,VacancyRate,HousingStock
2009,"Monkstown, Dublin",1235.22,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Mount Merrion, Dublin",1352.84,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Mount Merrion, Dublin",1352.84,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Mount Merrion, Dublin",1852.41,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Mulhuddart, Dublin 15",1032.76,Terrace house,1 to 3 bed,45.21,150.8,0,1982000
2009,"Mulhuddart, Dublin 15",1032.76,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Mulhuddart, Dublin 15",1080.42,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Mulhuddart, Dublin 15",902.7,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Mulhuddart, Dublin 15",902.7,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Navan Road, Dublin 7",1068.1,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Navan Road, Dublin 7",1068.1,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Navan Road, Dublin 7",1237.08,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Navan Road, Dublin 7",1271.15,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"North Circular Road, Dublin 7",1029.81,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"North Circular Road, Dublin 7",1029.81,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"North Strand, Dublin 3",1113.64,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Northern Cross, Dublin 17",1035.45,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Northern Cross, Dublin 17",1035.45,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Ongar, Dublin 15",1152.35,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Ongar, Dublin 15",979.95,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Ongar, Dublin 15",979.95,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Palmerstown, Dublin 20",1048.91,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Palmerstown, Dublin 20",1063.84,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Palmerstown, Dublin 20",1153.3,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Parnell Street, Dublin 1",1261.38,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Pearse Street, Dublin 2",1181.19,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Pembroke, Dublin 4",1315.7,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Phibsboro, Dublin 7",1185.75,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Phibsboro, Dublin 7",1236.2,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Phibsboro, Dublin 7",611.19,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Phibsboro, Dublin 7",946.28,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Porterstown, Dublin 15",1122.66,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Portmarnock, Dublin",1103.28,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Portmarnock, Dublin",1103.28,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Portobello, Dublin 8",1004.34,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Portobello, Dublin 8",1004.34,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Portobello, Dublin 8",1273.57,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Portobello, Dublin 8",730.07,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Portobello, Dublin 8",730.07,Other flats,1 to 3 bed,45.21,150.8,0,1982000
2009,"Raheny, Dublin 5",1136.43,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Raheny, Dublin 5",1232.1,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Raheny, Dublin 5",1259.47,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Ranelagh, Dublin 6",1056.02,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Ranelagh, Dublin 6",1553.33,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Ranelagh, Dublin 6",1704.53,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Ranelagh, Dublin 6",690.03,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Rathcoole, Dublin",1080.03,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathcoole, Dublin",943.44,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Rathcoole, Dublin",943.44,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 14",1131.68,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 14",1257.16,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 14",1394.08,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 16",1154.13,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 16",1226.47,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathfarnham, Dublin 16",1385.78,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathgar, Dublin 6",1479.01,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathgar, Dublin 6",1501.53,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathgar, Dublin 6",716.05,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Rathgar, Dublin 6",978.23,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rathmines, Dublin 6",1068.29,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rathmines, Dublin 6",1396.04,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathmines, Dublin 6",1417.29,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rathmines, Dublin 6",718.55,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Rialto, Dublin 8",1021.6,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Rialto, Dublin 8",1021.6,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rialto, Dublin 8",1138.79,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rialto, Dublin 8",639.64,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Rialto, Dublin 8",639.64,Other flats,1 to 3 bed,45.21,150.8,0,1982000
2009,"Ringsend, Dublin 4",1259.22,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Ringsend, Dublin 4",1309.29,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Ringsend, Dublin 4",1364.69,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Royal Canal Park, Dublin 15",1106.95,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rush, Dublin",1010.75,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Rush, Dublin",1050.35,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Rush, Dublin",907.29,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Rush, Dublin",907.29,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Saggart, Dublin",1088.23,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Saggart, Dublin",1295.68,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Sandycove, Dublin",1176.96,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Sandycove, Dublin",1176.96,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Sandycove, Dublin",1434.14,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Sandyford, Dublin 18",1278.7,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Sandyford, Dublin 18",1395.4,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Sandymount, Dublin 4",1333.1,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Sandymount, Dublin 4",1585.03,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Sandymount, Dublin 4",1811.96,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Sandymount, Dublin 4",722.49,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Santry, Dublin 9",1036.43,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Santry, Dublin 9",1199.53,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Santry, Dublin 9",1203.33,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Shankill, Dublin",1102.5,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Shankill, Dublin",1102.5,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Shankill, Dublin",1274.57,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Skerries, Dublin",1013.92,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Skerries, Dublin",1066.99,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Skerries, Dublin",973.91,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Skerries, Dublin",973.91,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Smithfield, Dublin 7",1235.95,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"South Circular Road, Dublin 8",1256.08,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"South Circular Road, Dublin 8",655.99,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"South Circular Road, Dublin 8",757.58,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Spencer Dock, Dublin 1",1496.08,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"St Margarets Road, Dublin 11",1074.37,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"St Margarets Road, Dublin 11",1074.37,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Stepaside, Dublin 18",1133.33,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Stepaside, Dublin 18",1133.33,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Stepaside, Dublin",1137.18,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Stepaside, Dublin",1137.18,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Stillorgan, Dublin",1318.08,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Stillorgan, Dublin",1442.45,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Stillorgan, Dublin",1513.06,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Stillorgan, Dublin",1776.35,Detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Stoneybatter, Dublin 7",1077.56,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Stoneybatter, Dublin 7",1131.81,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Stoneybatter, Dublin 7",956.89,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Summerhill, Dublin 1",1190.23,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Summerhill, Dublin 1",855.08,Other flats,1 to 3 bed,45.21,150.8,0,1982000
2009,"Summerhill, Dublin 1",855.08,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Summerhill, Dublin 1",855.08,Other flats,1 to 2 bed,45.21,150.8,0,1982000
2009,"Sutton, Dublin 13",1139.13,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Sutton, Dublin 13",1220,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Sutton, Dublin 13",1246.01,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Sutton, Dublin 13",1246.01,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Swords, Dublin",1015.93,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Swords, Dublin",1098.35,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Swords, Dublin",1187.9,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Swords, Dublin",1427.33,Detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Tallaght, Dublin 24",1087.12,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Tallaght, Dublin 24",1100.89,Detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Tallaght, Dublin 24",1137.89,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Tallaght, Dublin 24",968.53,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Tara Street, Dublin 2",1154.6,Apartment,1 to 2 bed,45.21,150.8,0,1982000
2009,"Tara Street, Dublin 2",1154.6,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Tara Street, Dublin 2",1154.6,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Temple Bar, Dublin 2",1258.68,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Templeogue, Dublin 6W",1192.5,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Templeogue, Dublin 6W",1382.6,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6",1165.79,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6",1580,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6",669.38,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6",669.38,Other flats,1 to 3 bed,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6W",1252.28,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6W",1379.5,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6W",1531.91,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Terenure, Dublin 6W",613.99,Other flats,All bedrooms,45.21,150.8,0,1982000
2009,"Townsend Street, Dublin 2",1230.39,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Townsend Street, Dublin 2",1230.39,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Tyrrelstown, Dublin 15",1161.49,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Tyrrelstown, Dublin 15",1193.13,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Tyrrelstown, Dublin 15",956.27,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Walkinstown, Dublin 12",1146.94,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Walkinstown, Dublin 12",1182.95,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2009,"Walkinstown, Dublin 12",989.5,Apartment,1 to 3 bed,45.21,150.8,0,1982000
2009,"Walkinstown, Dublin 12",989.5,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Whitehall, Dublin 9",1002.33,Apartment,All bedrooms,45.21,150.8,0,1982000
2009,"Whitehall, Dublin 9",1098.39,Terrace house,All bedrooms,45.21,150.8,0,1982000
2009,"Whitehall, Dublin 9",1293.86,Semi detached house,All bedrooms,45.21,150.8,0,1982000
2010,"Arbour Hill, Dublin 7",1072.57,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Artane, Dublin 5",1117.37,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Artane, Dublin 5",1135.33,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Artane, Dublin 5",978.66,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ashtown, Dublin 15",987.56,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Aungier Street, Dublin 2",913.24,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Aungier Street, Dublin 2",913.24,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Balbriggan, Dublin",726.09,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Balbriggan, Dublin",841.45,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Balbriggan, Dublin",876.47,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Baldoyle, Dublin 13",1058.56,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Baldoyle, Dublin 13",1176.52,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Baldoyle, Dublin 13",934.82,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Baldoyle, Dublin 13",934.82,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Balgriffin, Dublin 13",976.46,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Balgriffin, Dublin 13",976.46,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Ballinteer, Dublin 16",1114.14,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ballinteer, Dublin 16",1226.98,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballsbridge, Dublin 4",1288.63,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ballsbridge, Dublin 4",1645.57,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballsbridge, Dublin 4",1809.45,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballsbridge, Dublin 4",2140.54,Detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballsbridge, Dublin 4",696.83,Other flats,All bedrooms,44.78,128.9,0,1992000
2010,"Ballycullen, Dublin 24",1153.36,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballycullen, Dublin 24",959.81,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ballycullen, Dublin 24",959.81,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Ballyfermot, Dublin 10",867.73,Apartment,1 to 2 bed,44.78,128.9,0,1992000
2010,"Ballyfermot, Dublin 10",867.73,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ballyfermot, Dublin 10",867.73,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Ballyfermot, Dublin 10",956.17,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballyfermot, Dublin 10",996.51,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Ballymun, Dublin 11",801.24,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Ballymun, Dublin 9",778.88,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Beaumont, Dublin 9",1025.63,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Beaumont, Dublin 9",1111.05,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Beaumont, Dublin 9",868.87,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",1118.91,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",1290.69,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",1381.1,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",1794.65,Detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",833.48,Other flats,1 to 2 bed,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",833.48,Other flats,All bedrooms,44.78,128.9,0,1992000
2010,"Blackrock, Dublin",833.48,Other flats,1 to 3 bed,44.78,128.9,0,1992000
2010,"Blanchardstown, Dublin 15",1021.31,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Blanchardstown, Dublin 15",924.04,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Blanchardstown, Dublin 15",991.38,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Blanchardstown, Dublin 15",991.38,Terrace house,1 to 3 bed,44.78,128.9,0,1992000
2010,"Booterstown, Dublin",1161.05,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Booterstown, Dublin",1161.05,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Booterstown, Dublin",1292.05,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Booterstown, Dublin",1532.63,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Cabinteely, Dublin 18",1094.64,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Cabinteely, Dublin 18",1255.37,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Cabinteely, Dublin",1041.44,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Cabinteely, Dublin",1041.44,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Cabra, Dublin 7",1009.42,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Cabra, Dublin 7",1047.64,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Cabra, Dublin 7",612.08,Other flats,All bedrooms,44.78,128.9,0,1992000
2010,"Cabra, Dublin 7",612.08,Other flats,1 to 3 bed,44.78,128.9,0,1992000
2010,"Cabra, Dublin 7",814.78,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Carpenterstown, Dublin 15",1106.03,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Carpenterstown, Dublin 15",913.1,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Carpenterstown, Dublin 15",913.1,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Carrickmines, Dublin 18",1099.26,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Carrickmines, Dublin 18",1099.26,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Castleknock, Dublin 15",1020.11,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Castleknock, Dublin 15",1035,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Castleknock, Dublin 15",1110.47,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Castleknock, Dublin 15",1278.67,Detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Chapelizod, Dublin 20",931.64,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Chapelizod, Dublin 20",989.34,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Charlemont Street, Dublin 2",1269.74,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Charlemont Street, Dublin 2",1269.74,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Cherry Orchard, Dublin 10",879.56,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Cherry Orchard, Dublin 10",879.56,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Cherry Orchard, Dublin 10",879.56,Apartment,1 to 2 bed,44.78,128.9,0,1992000
2010,"Christchurch, Dublin 8",933.96,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Churchtown, Dublin 14",1076.98,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Churchtown, Dublin 14",1368.88,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Churchtown, Dublin 14",1376.86,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Citywest, Dublin 24",897.99,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Citywest, Dublin 24",897.99,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Citywest, Dublin",909.17,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Citywest, Dublin",909.17,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clondalkin, Dublin 22",840.05,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clondalkin, Dublin 22",965.31,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Clondalkin, Dublin 22",977.8,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonee, Dublin 15",1055.39,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonee, Dublin 15",830.85,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clonee, Dublin 15",948.36,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Clongriffin, Dublin 13",981.49,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clonliffe, Dublin 3",890.95,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clonliffe, Dublin 3",890.95,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Clonsilla, Dublin 15",1043.7,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonsilla, Dublin 15",1154.47,Detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonsilla, Dublin 15",881.15,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clonsilla, Dublin 15",961.15,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonskeagh, Dublin 14",1134.68,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clonskeagh, Dublin 14",1380.71,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Clonskeagh, Dublin 14",1566.82,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",1000.65,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",1236.96,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",1377.49,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",627.73,Other flats,1 to 2 bed,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",627.73,Other flats,All bedrooms,44.78,128.9,0,1992000
2010,"Clontarf, Dublin 3",627.73,Other flats,1 to 3 bed,44.78,128.9,0,1992000
2010,"Coolmine, Dublin 15",925.15,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Coolmine, Dublin 15",925.15,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Cork Street, Dublin 8",996.2,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Crumlin, Dublin 12",1012.6,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Crumlin, Dublin 12",714.38,Other flats,1 to 3 bed,44.78,128.9,0,1992000
2010,"Crumlin, Dublin 12",714.38,Other flats,All bedrooms,44.78,128.9,0,1992000
2010,"Crumlin, Dublin 12",877.99,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Crumlin, Dublin 12",988.62,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Dalkey, Dublin",1288.75,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Dalkey, Dublin",1355.47,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Dalkey, Dublin",1468.4,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Dartry, Dublin 6",1117.38,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Dolphins Barn, Dublin 8",969.52,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Dolphins Barn, Dublin 8",969.52,Apartment,1 to 3 bed,44.78,128.9,0,1992000
2010,"Donabate, Dublin",1033.53,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Donabate, Dublin",763.95,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Donaghmede, Dublin 13",1074.33,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Donaghmede, Dublin 13",946.39,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Donnybrook, Dublin 4",1197.87,Apartment,All bedrooms,44.78,128.9,0,1992000
2010,"Donnybrook, Dublin 4",1451.68,Terrace house,All bedrooms,44.78,128.9,0,1992000
2010,"Donnybrook, Dublin 4",1651.52,Semi detached house,All bedrooms,44.78,128.9,0,1992000
2010,"Donnybrook, Dublin 4",720.67,Other flats,1 to 3 bed,44.78,128.9,0,1992000
2010,"Donnybrook, Dublin 4",720.67,Other flats,All bedrooms,44.78,128.9,0,1992000
